scope,pair,stat,contrast,n,median_delta,wilcoxon_W,p,p_fdr_pass
per_pair,CA1-V1,mi_sig,expert-naive,10,0.03203158349008287,9.0,0.064453125,False
per_pair,CA1-DG,mi_sig,expert-naive,8,0.07399930936102514,2.0,0.0234375,False
per_pair,CA1-CA3,mi_sig,expert-naive,6,0.08016840379349705,0.0,0.03125,False
per_pair,CA1-RSC,mi_sig,expert-naive,8,0.007982972736955625,12.0,0.4609375,False
per_pair,CA1-SUB,mi_sig,expert-naive,4,0.0017401487532416565,3.0,0.625,False
per_pair,V1-RSC,mi_sig,expert-naive,6,0.04465360462699588,7.0,0.5625,False
per_pair,RSC-SUB,mi_sig,expert-naive,4,-0.0035632451003673182,4.0,0.875,False
per_pair,CA3-DG,mi_sig,expert-naive,4,0.158748833424111,1.0,0.25,False
per_pair,CA1-V1,mi_sig,expert-intermediate,10,0.01272632100550565,21.0,0.556640625,False
per_pair,CA1-DG,mi_sig,expert-intermediate,8,0.042146518675635666,7.0,0.1484375,False
per_pair,CA1-CA3,mi_sig,expert-intermediate,6,0.00649551532343795,4.0,0.21875,False
per_pair,CA1-RSC,mi_sig,expert-intermediate,8,-0.008534385604624273,13.0,0.546875,False
per_pair,CA1-SUB,mi_sig,expert-intermediate,4,-0.01175656890214508,0.0,0.125,False
per_pair,V1-RSC,mi_sig,expert-intermediate,6,-0.009009777112844501,10.0,1.0,False
per_pair,RSC-SUB,mi_sig,expert-intermediate,4,-0.01490658858071851,5.0,1.0,False
per_pair,CA3-DG,mi_sig,expert-intermediate,4,0.12507262163942529,0.0,0.125,False
per_pair,CA1-V1,mi_sig,intermediate-naive,10,0.016166055732188954,15.0,0.232421875,False
per_pair,CA1-DG,mi_sig,intermediate-naive,8,0.02390227484295219,1.0,0.015625,False
per_pair,CA1-CA3,mi_sig,intermediate-naive,6,0.05214836372757171,4.0,0.21875,False
per_pair,CA1-RSC,mi_sig,intermediate-naive,8,0.036251286899039864,3.0,0.0390625,False
per_pair,CA1-SUB,mi_sig,intermediate-naive,4,0.048082563147722336,0.0,0.125,False
per_pair,V1-RSC,mi_sig,intermediate-naive,6,0.0305195751229429,6.0,0.4375,False
per_pair,RSC-SUB,mi_sig,intermediate-naive,4,0.011343343480351192,5.0,1.0,False
per_pair,CA3-DG,mi_sig,intermediate-naive,4,0.08446704996600017,2.0,0.375,False
per_pair,CA1-V1,ifi_weighted,expert-naive,10,0.043762327219202285,16.0,0.275390625,False
per_pair,CA1-DG,ifi_weighted,expert-naive,8,0.07511627099145868,7.0,0.1484375,False
per_pair,CA1-CA3,ifi_weighted,expert-naive,6,0.002571872238966391,8.0,0.6875,False
per_pair,CA1-RSC,ifi_weighted,expert-naive,8,0.06822336112958213,13.0,0.546875,False
per_pair,CA1-SUB,ifi_weighted,expert-naive,4,0.01727940282781799,5.0,1.0,False
per_pair,V1-RSC,ifi_weighted,expert-naive,6,-0.013924966504429037,8.0,0.6875,False
per_pair,RSC-SUB,ifi_weighted,expert-naive,4,-0.016448055272241944,4.0,0.875,False
per_pair,CA3-DG,ifi_weighted,expert-naive,4,-0.03719965861255274,4.0,0.875,False
per_pair,CA1-V1,ifi_weighted,expert-intermediate,10,0.026340816950421293,25.0,0.845703125,False
per_pair,CA1-DG,ifi_weighted,expert-intermediate,8,0.06426316785149944,7.0,0.1484375,False
per_pair,CA1-CA3,ifi_weighted,expert-intermediate,6,-0.043751766485296245,6.0,0.4375,False
per_pair,CA1-RSC,ifi_weighted,expert-intermediate,8,0.08415885300800208,3.0,0.0390625,False
per_pair,CA1-SUB,ifi_weighted,expert-intermediate,4,-0.03990809374748383,1.0,0.25,False
per_pair,V1-RSC,ifi_weighted,expert-intermediate,6,-0.007952361146802776,9.0,0.84375,False
per_pair,RSC-SUB,ifi_weighted,expert-intermediate,4,-0.008336508366491472,5.0,1.0,False
per_pair,CA3-DG,ifi_weighted,expert-intermediate,4,-0.06867470798873779,1.0,0.25,False
per_pair,CA1-V1,ifi_weighted,intermediate-naive,10,0.056816018740801416,9.0,0.064453125,False
per_pair,CA1-DG,ifi_weighted,intermediate-naive,8,0.01905850953830233,7.0,0.1484375,False
per_pair,CA1-CA3,ifi_weighted,intermediate-naive,6,-0.011902655184695736,9.0,0.84375,False
per_pair,CA1-RSC,ifi_weighted,intermediate-naive,8,-0.020326265370511853,14.0,0.640625,False
per_pair,CA1-SUB,ifi_weighted,intermediate-naive,4,0.036181161596303926,3.0,0.625,False
per_pair,V1-RSC,ifi_weighted,intermediate-naive,6,-0.014455456167694312,3.0,0.15625,False
per_pair,RSC-SUB,ifi_weighted,intermediate-naive,4,-0.02240472270536049,1.0,0.25,False
per_pair,CA3-DG,ifi_weighted,intermediate-naive,4,0.09832807966790817,3.0,0.625,False
